artifact,betweenness_centrality
org.kuali.rice:rice-krad-web-framework:2.0.0-rc4,42.1119047619048
com.sun.grizzly:grizzly-websockets:1.9.19,42
org.eclipse.jetty:jetty-servlet:7.4.2.v20110526,42
org.jibx:jibx-extras:1.2.3,42
org.sonatype.gshell:gshell-core:2.6.2,42
org.glassfish.web:war-util:3.0-b73,42
org.ow2.util:util-plan-deploy-api:1.0.35,42
org.glassfish.orb:orb-connector:3.1-b31,42
org.ow2.util:util-plan-schemas:1.0.15,42
org.ow2.cmi:cmi-rpc:2.0.10,42
org.apache.maven:maven-artifact-manager:2.2.1,42
org.glassfish.deployment:dol:3.1-b26,42
org.apache.cxf:cxf-api:2.4.1,42
org.ow2.util:util-ee-deploy-impl:1.0.30,42
org.jclouds:jclouds-compute:1.5.0-beta.6,42
org.glassfish.common:internal-api:3.1-b20,42
org.apache.maven.wagon:wagon-http-shared:1.0-beta-7,42
org.glassfish.jersey.containers:jersey-container-grizzly2-servlet:2.0-m04-2,42
org.glassfish.ejb:ejb-internal-api:3.1-b13,42
org.apache.cassandra:cassandra-all:1.1.0,42
org.ow2.jonas:jonas-deployment:5.1.0-RC4,42
org.glassfish.security:security:3.1,42
org.glassfish.persistence.cmp:cmp-all:3.0.1-b08,42
org.codehaus.cargo:cargo-ant:1.0.6,42
org.glassfish.packager:glassfish-nucleus:3.0.1-b06,42
org.openl.rules:org.openl.lib.poi.dev.modified:5.9.3,42
org.glassfish.web:web-glue:3.1-b06,42
org.seleniumhq.selenium:selenium-htmlunit-driver:2.21.0,42
org.glassfish.packager:glassfish-nucleus:3.0.1-b11,42
org.glassfish.security:webservices.security:3.1.1-b10,42
org.springframework:spring-aop:3.0.6.RELEASE,41.8777777777778
org.apache.archiva:archiva-repository-layer:1.3.5,41.6666666666667
org.glassfish.packager:glassfish-common-full:3.1-b10,41.6666666666667
org.apache.cassandra:cassandra-all:0.8.6,41.5
org.glassfish.security:security:3.0-b71,41.5
org.glassfish.packager:glassfish-grizzly:3.1-b08,41.5
org.apache.cxf:cxf-common-utilities:2.2.9,41.5
org.apache.maven.doxia:doxia-site-renderer:1.1.4,41.5
org.apache.directory.server:apacheds-protocol-ldap:2.0.0-M1,41.5
org.apache.cxf:cxf-api:2.2.11,41.5
commons-dbcp:commons-dbcp:1.2.1,41.4
org.ow2.bundles:ow2-util-ee-metadata-common-api:1.0.27,41.3333333333333
org.codehaus.plexus:plexus-container-default:1.0-beta-1,41.1666666666667
org.xwiki.commons:xwiki-commons-xml:4.2-milestone-1,41.1666666666667
org.codehaus.plexus:plexus-compiler-api:1.5.3,41.0833333333333
org.kuali.rice:rice-api:1.0.3.2,41.0333333333333
org.ow2.easybeans:easybeans-api:1.2.0-M5,41
javax.enterprise:cdi-api:1.0-SP4,41
org.apache.cocoon:cocoon-pipeline-impl:1.0.0,41
org.apache.cocoon:cocoon-sitemap-impl:1.0.0,41
commons-httpclient:commons-httpclient:2.0.2,41
org.glassfish.packager:glassfish-corba-base:3.1-b14,41
org.glassfish.common:container-common:3.1-b15,41
org.glassfish.jersey.core:jersey-server:2.0-m11,41
org.ektorp:org.ektorp:1.2.2,41
org.glassfish.common:container-common:3.1-b36,41
org.eclipse.core:org.eclipse.core.runtime:3.6.0.v20100505,41
org.xcmis:xcmis-search-service:1.2.2,41
org.fluentlenium:fluentlenium-core:0.7.1,41
org.glassfish.flashlight:flashlight-framework:3.1.1-b02,41
org.apache.vysper:vysper-core:0.5,41
org.glassfish.packager:glassfish-common:3.1.1-b10,41
com.sun.jersey.glassfish.v3:jersey-gfv3-core:1.8,41
nl.cloudfarming.client:lib-geotools:2.7.2,41
org.ow2.util:util-ee-deploy-impl:1.0.32,41
org.mortbay.jetty:jetty-hightide:8.0.0.RC0,41
org.apache.cxf:cxf-api:2.1.3,41
org.mule.modules:mule-module-builders:2.0.0-RC3,41
org.ow2.jonas:jonas-sec-interceptors-jrmp:5.0.4,41
nekohtml:nekohtml:1.9.6.2,40.8333333333333
org.apache.shiro:shiro-core:1.1.0,40.8333333333333
org.codehaus.enunciate:enunciate-rest-rt:1.10-RC1,40.6666666666667
org.apache.maven.reporting:maven-reporting-impl:2.0.5,40.6666666666667
org.glassfish.packager:glassfish-nucleus:3.1-b09,40.5
org.apache.tuscany.sca:tuscany-assembly-xml:1.5,40.5
org.apache.maven:maven-project:2.0.11,40.5
org.glassfish.web:web-glue:3.0-b60,40.5
org.glassfish.deployment:dol:3.0.1-b16,40.5
org.codehaus.sonar:sonar-commons:1.5M1,40.5
org.glassfish.common:common-util:3.1.1-b01,40.4166666666667
org.codehaus.gmaven.runtime:gmaven-runtime-1.5:1.5,40.3333333333333
org.ow2.easybeans:easybeans-jpa-openjpa-dependency:1.1.0-M1b-JONAS,40.3333333333333
org.springframework:spring-orm:3.0.5.RELEASE,40.25
org.apache.cxf:cxf-rt-frontend-jaxws:2.4.0,40.25
javax.xml.ws:jaxws-api:2.1,40.2083333333333
org.ow2.jonas:jonas-security:5.1.0,40.1666666666667
org.glassfish.security:security:3.0.1-b03,40.1666666666667
org.apache.geronimo.framework:plugin:2.1.5,40.1666666666667
com.sun.grizzly:grizzly-config:1.9.21,40
org.eclipse.jetty:jetty-security:7.4.2.v20110526,40
org.eclipse.jetty:jetty-server:7.4.2.v20110526,40
org.glassfish.common:container-common:3.0-b70,40
com.sun.enterprise:config:1.0.30,40
org.ow2.easybeans:easybeans-deployment:1.1.0-RC2_JONAS,40
com.sun.enterprise:hk2:1.0.28,40
org.apache.geronimo.modules:geronimo-system:1.2-beta,40
com.adobe.flex.framework:flex-framework:3.0.0.477,40
com.google.guava:guava:11.0,40
org.glassfish.flashlight:flashlight-framework:3.1-b30,40
org.glassfish.persistence.cmp:cmp-support-sqlstore:3.1-b15,40
org.glassfish.web:jstl-connector:3.0-b72,40
org.glassfish.packager:metro:3.0-b72,40
org.glassfish.jersey.containers:jersey-container-grizzly2-http:2.0-m05-1,40
org.apache.ws.security:wss4j:1.6.7,40
org.glassfish.common:internal-api:3.1.1-b10,40
org.eclipse.equinox:org.eclipse.equinox.app:1.3.0.v20100512,40
org.apache.geronimo.configs:rmi-naming:1.2-beta,40
org.codehaus.plexus:plexus-spring:1.0.1,40
org.codehaus.groovy:groovy:1.1-rc-2,40
org.jclouds:jclouds-compute:1.4.2,40
org.sonatype.nexus:nexus-proxy:1.9.1-RC1,40
org.glassfish.packager:glassfish-grizzly-full:3.0.1-b06,40
org.glassfish.common:internal-api:3.1-b11,40
org.ow2.util:util-ee-deploy-impl:1.0.6,40
org.glassfish.packager:glassfish-jcdi:3.1-b06,40
org.apache.geronimo.modules:geronimo-jasper:2.2.1,40
org.glassfish.upgrade:upgrade-tool:3.0-b61,40
org.glassfish.web:jstl-connector:3.1-b10,40
org.glassfish.deployment:dol:3.1.1-b07,40
org.glassfish.packager:glassfish-grizzly-full:3.0.1-b11,40
org.apache.tuscany.sca:tuscany-node-impl:2.0-M5,40
org.glassfish.web:jstl-connector:3.1.1-b02,40
org.glassfish.common:amx-core-impl:3.1-b40,40
org.apache.maven.shared:maven-filtering:1.0,40
org.glassfish.ejb:ejb-container:3.0.1-b20,40
org.apache.geronimo.configs:wadi-clustering:2.2,40
org.glassfish.appclient.server:appclient-server-core:3.0-b73,39.8333333333333
org.glassfish.security:webservices.security:3.0-b74a,39.6666666666667
org.apache.maven:maven-artifact-manager:2.0.7,39.5666666666667
org.apache.geronimo.framework:geronimo-transformer:2.2,39.5333333333333
org.ow2.bundles:ow2-util-ee-deploy-impl:1.0.7,39.5
org.apache.cxf:cxf-common-utilities:2.2.8,39.5
org.eclipse.osgi:org.eclipse.osgi.services:3.2.100.v20100503,39.5
org.codehaus.plexus:plexus-container-default:1.0-beta-3.0.1,39.5
org.apache.directory.server:apacheds-core:1.5.5,39.5
org.ow2.util:util-ee-deploy-impl:1.0.13,39.5
org.eclipse.tycho:tycho-core:0.14.1,39.5
org.ow2.util:util-log:1.0.19,39.4166666666667
org.xwiki.rendering:xwiki-rendering-api:4.2-milestone-1,39.3333333333333
org.ow2.util:util-ee-deploy-api:1.0.21,39.3333333333333
org.geomajas:geomajas-impl:1.9.0,39.3333333333333
org.ow2.util:util-scan-impl:1.0.8,39.25
org.xcmis:xcmis-restatom:1.1.4,39.25
org.apache.ws.commons.axiom:axiom-api:1.2.8,39.1666666666667
org.apache.maven.plugins:maven-scm-plugin:1.0-beta-3,39
org.ow2.easybeans:easybeans-api:1.2.3,39
org.apache.poi:poi-ooxml-schemas:3.8-beta5,39
org.sonatype.sisu:sisu-guice:2.9.1,39
org.jclouds:jclouds-compute:1.5.0-beta.4,39
org.codehaus.cargo:cargo-core-api-generic:1.0-beta-2,39
com.sun.grizzly:grizzly-utils:1.9.19-beta7,39
com.sun.jersey:jersey-server:1.12,39
org.apache.geronimo.framework:geronimo-management:3.0-M1,39
org.jclouds:jclouds-compute:1.5.0-beta.3,39
org.objectweb.fractal.fractaladl:fractal-adl:2.3.1,39
org.ow2.easybeans:easybeans-deployer-tomcat-6.0:1.0.0-JONAS,39
org.jbpm:jbpm-human-task-core:5.4.0.Final,39
org.ow2.util:util-ee-metadata-war-impl:1.0.14,39
org.glassfish.packager:glassfish-hk2:3.1.1,39
org.antlr:antlr-runtime:3.2,39
com.sun.enterprise:config:1.6.1,39
org.apache.geronimo.configs:j2ee-server:1.2-beta,39
org.hibernate:hibernate:3.0.5,39
org.glassfish.ejb:ejb-internal-api:3.0.1-b08,39
org.glassfish.security:security:3.1-b07,39
org.apache.geronimo.framework:geronimo-common:2.1.4,39
org.apache.geronimo.configs:system-database:2.1.4,39
org.apache.openjpa:openjpa:1.2.1,39
org.glassfish.admin:admin-cli:3.1.1-b02,39
org.apache.axis2:axis2-kernel:1.6.1,39
org.apache.directory.server:apacheds-server-annotations:1.5.7,39
org.uimafit:uimafit:1.2.0,39
org.seleniumhq.selenium:selenium-java:2.21.0,39
org.glassfish.appclient:gf-client-module:3.0-b73,39
org.glassfish.web:web-glue:3.1-b10,39
sk.seges.corpis:corpis-service-support:1.2.2,39
org.ow2.jonas:jonas-services-api:5.1.0-cxf-2.2,39
org.glassfish.jdbc.jdbc-ra.jdbc-core:jdbc-core:3.1-b04,39
org.glassfish.web:webtier-all:3.0-b64,39
org.glassfish.admin:admin-util:3.1-b11,39
org.codehaus.enunciate:enunciate-spring-app-rt:1.20,39
org.glassfish.packager:glassfish-ejb-lite:3.1-b06,38.8333333333333
org.ow2.cmi:cmi-api-client:2.0.10,38.5
org.glassfish.orb:orb-connector:3.0.1-b08,38.5
org.jclouds:jclouds-blobstore:1.2.0,38.5
org.grails:grails-core:1.3.1,38.5
org.apache.geronimo.configs:transaction:2.2,38.2
picocontainer:picocontainer:1.1,38.1666666666667
org.codehaus.jettison:jettison:1.2,38.0833333333333
org.jvnet.hudson.main:maven-interceptor:1.95,38
com.sun.enterprise:config:0.4.11,38
org.bouncycastle:bctsp-jdk14:1.38,38
org.ow2.jonas:jonas-management-javaee:5.2.0-M3,38
org.glassfish.packager:jersey:3.0-b74a,38
org.codehaus.gmaven:gmaven-mojo:1.2,38
com.sun.enterprise:hk2:0.3.32-prelude-b28,38
org.glassfish.common:container-common:3.1-b14,38
org.ow2.bundles:ow2-util-log:1.0.21,38
org.ow2.util:util-ee-deploy-api:1.0.19,38
org.hibernate:hibernate-core:3.6.2.Final,38
com.opensymphony:xwork-core:2.1.6,38
net.liftweb:lift-webkit_2.8.0:2.1-RC1,38
asm:asm-commons:3.2,38
commons-fileupload:commons-fileupload:1.1.1,38
org.apache.maven.continuum:continuum-release:1.1-beta-4,38
org.glassfish.packager:jersey:3.0-b72,38
org.kohsuke.stapler:stapler:1.150,38
org.jvnet.hudson.main:maven-interceptor:1.264,38
com.google.sitebricks:sitebricks:0.8.5,38
org.glassfish.common:container-common:3.2-b04,38
org.objectweb.fractal.fractaladl:fractal-adl:2.6.1,38
org.ow2.jonas:jonas-domain:5.0.1,38
org.glassfish.common:amx-j2ee:3.0-b63,38
org.apache.clerezza:utils:0.1-incubating,38
org.glassfish.admin:admin-cli:3.0.1-b08,38
org.codehaus.openxma:dsl-common:5.0.7,38
org.dspace.dependencies.solr:dspace-solr-cell:1.4.0.1,38
org.jvnet.hudson.main:maven-interceptor:1.219,38
org.jclouds:jclouds-compute:1.0-beta-9d,38
org.milyn:milyn-smooks-core:1.4,38
org.glassfish.common:container-common:3.1-b02,38
org.apache.juddi:juddi-core-openjpa:3.1.2,38
org.codehaus.jtstand:jtstand-ui:1.4.1,38
org.glassfish.connectors:connectors-runtime:3.1-b16,38
org.apache.axis2:axis2-kernel:1.6.0,38
org.jvnet.hudson.main:maven-interceptor:1.173,38
org.glassfish.packager:glassfish-hk2:3.0.1-b20,38
com.googlecode.metridoc:metridoc-workflow:0.28,38
org.apache.myfaces.core:myfaces-impl:1.2.2,38
org.ow2.easybeans:easybeans-jca-workmanager:1.0.2,38
org.ow2.jonas:jonas-generators-wsgen:5.3.0-M1,38
org.apache.activemq:activemq-core:5.3.2,38
org.apache.geronimo.framework:geronimo-cli:2.2.1,37.5833333333333
org.apache.cxf:cxf-rt-frontend-jaxws:2.7.0,37.5333333333333
org.ow2.jonas:jonas-security:5.2.0-M3,37.5
org.kuali.student.security:ks-standard-sec:1.2-M2,37.5
org.glassfish.admin:rest-service:3.1-b06,37.5
org.apache.cxf:cxf-rt-frontend-jaxws:2.4.8,37.5
uk.ac.gate:gate-core:6.1,37.5
org.ow2.easybeans:easybeans-jpa-hibernate-dependency:1.2.0,37.3571428571429
org.slf4j:slf4j-log4j12:1.5.6,37.3333333333333
org.apache.archiva:archiva-xml-tools:1.3.2,37.3333333333333
org.apache.geronimo.modules:geronimo-j2ee-schema:2.2,37.3285714285714
org.ow2.util:util-ee-metadata-common-api:1.0.19,37.1666666666667
org.mule:mule-core:2.0.0-RC1,37.1666666666667
org.glassfish.deployment:dol:3.1-b38,37.1666666666667
junit:junit-dep:4.8.2,37
org.sonatype.security:security-system:1.1.3,37
com.sun.grizzly:grizzly-utils:1.9.27,37
org.ow2.jonas:jonas-services-api:5.0.3,37
javax.servlet:jsp-api:2.0,37
com.sun.grizzly:grizzly-utils:1.9.24,37
org.jvnet.jaxb2_commons:runtime:0.4.1.5,37
org.eclipse.jetty:jetty-server:7.2.2.v20101205,37
org.glassfish.distributions:nucleus:3.0-b74a,37
org.glassfish.web:el-impl:2.2,37
org.glassfish.deployment:dol:3.1-b09,37
org.glassfish.common:amx-all:3.1-b14,37
org.apache.cxf:cxf-rt-bindings-soap:2.1.3,37
org.glassfish.deployment:dol:3.1-b25,37
org.objectweb.dream.dreamcore:dream-core:2.2,37
org.jboss.bpm:gwt-console-rpc:2.3.8.Final,37
org.ow2.util:util-plan-schemas:1.0.14,37
org.jclouds:jclouds-compute:1.2.0,37
org.ow2.cmi:cmi-jgroups:2.0.10,37
it.geosolutions.imageio-ext:imageio-ext-tiff:1.0.8,37
org.glassfish.admin:cli-optional:3.0.1-b08,37
org.apache.archiva:archiva-policies:1.3.2,37
org.glassfish.common:glassfish-naming:3.1.1-b10,37
org.apache.maven.wagon:wagon-webdav-jackrabbit:1.0-beta-6,37
org.ow2.bundles:ow2-util-ee-deploy-impl:1.0.14,37
org.seleniumhq.selenium:selenium-htmlunit-driver:2.4.0,37
org.ow2.jonas:jonas-services-api:5.1.0-M3,36.8333333333333
org.apache.geronimo.samples:sample-datasource:3.0.0,36.75
org.springframework:spring-context:3.1.3.RELEASE,36.6666666666667
org.apache.geronimo.modules:geronimo-bval:3.0.0,36.6666666666667
org.glassfish.admin:monitoring-core:3.0-b71,36.5
org.glassfish.transaction:transaction-internal-api:3.1.1-b10,36.5
org.ow2.jonas.osgi:javaee-api:5.1.0-RC4,36.5
org.glassfish.common:amx-j2ee:3.0.1-b08,36.5
org.grails:grails-web:2.1.0.RC3,36.5
org.glassfish.cluster:gms-adapter:3.1.1-b10,36.5
org.glassfish.connectors:connectors-internal-api:3.1-b02,36.5
org.ow2.jonas.osgi:javaee-api:5.1.2,36.5
org.apache.cxf:cxf-api:2.4.3,36.3333333333333
org.codehaus.xfire:xfire-core:1.2.5,36.3333333333333
org.springframework.security:spring-security-openid:3.0.5.RELEASE,36.3166666666667
org.apache.geronimo.modules:geronimo-security-builder:2.2,36.2916666666667
org.jclouds.common:aws-common:1.5.0-beta.4,36
org.ow2.shelbie:shelbie-core:2.0.0-M1,36
org.glassfish.transaction:jta:3.0-b71,36
org.glassfish.packager:glassfish-grizzly:3.0-b71,36
org.jboss:jbossxb:2.0.1.GA,36
org.glassfish.ejb:ejb-internal-api:3.0-b72,36
org.codehaus.enunciate:enunciate-jersey-rt:1.21-RC1,36
org.apache.archiva:archiva-security:1.2.2,36
org.ow2.bundles:ow2-util-ee-metadata-war-impl:1.0.19,36
org.glassfish.packager:glassfish-grizzly:3.0.1-b19,36
org.scannotation:scannotation:1.0.2,36
org.codehaus.cargo:cargo-core-api-util:1.2.1,36
org.apache.maven.plugins:maven-dependency-plugin:2.0-alpha-4,36
org.apache.maven.shared:file-management:1.1,36
org.apache.geronimo.framework:geronimo-common:3.0-M1,36
com.sun.jersey.contribs:jersey-atom-abdera:1.9-ea03,36
org.ow2.jonas:jonas-jmx:5.0.5,36
org.glassfish.web:web-glue:3.0-b72,36
org.objectweb.fractal.bf.connectors:fractal-bf-connectors-common:0.7,36
org.glassfish.common:btrace-jars:3.1-b17,36
org.mule:mule-core:1.4.0,36
org.glassfish.common:amx-all:3.2-b04,36
com.sun.jersey.contribs:jersey-atom-abdera:1.5-ea05,36
org.glassfish.flashlight:flashlight-framework:3.1.1-b01,36
org.ow2.cmi:cmi-jgroups:2.0-RC8,36
org.jclouds.common:aws-common:1.4.2,36
org.glassfish.security:security:3.1.1-b01,36
net.liftweb:lift-util_2.8.0:2.4-M4,36
org.glassfish.jdbc:jdbc-admin:3.1-b31,36
org.apache.solr:solr-core:4.0.0-ALPHA,36
org.eclipse.jetty:jetty-webapp:7.6.0.v20120127,36
org.apache.solr:solr-core:4.0.0,36
org.glassfish.packager:glassfish-grizzly-full:3.0-b69,36
org.glassfish.connectors:connectors-admin:3.0.1-b08,36
org.jclouds:jclouds-blobstore:1.4.0,36
org.codehaus.groovy.maven.runtime:gmaven-runtime-1.5:1.0-rc-2,36
org.glassfish.connectors:connectors-admin:3.1-b35,36
org.glassfish.cluster:cluster-cli:3.1-b35,36
org.glassfish.jersey.core:jersey-common:2.0-m05-2,36
org.glassfish.packager:glassfish-registration:3.1-b06,36
org.apache.solr:solr-core:3.5.0,36
org.apache.geronimo.modules:geronimo-tomcat6:2.2,36
org.glassfish.packager:glassfish-hk2:3.1-b32,36
com.sun.jersey.contribs:jersey-atom-abdera:1.7-ea07,36
com.sun.jersey.contribs:jersey-atom-abdera:1.4-ea05,36
org.ow2.jonas.osgi:javaee-api:5.1.0-RC1,36
org.xaloon.wicket:xaloon-wicket-components:1.5.2,36
org.milyn:milyn-smooks-edi:1.4,36
org.glassfish.packager:glassfish-grizzly:3.0-b61,36
org.glassfish.packager:glassfish-grizzly:3.1.1-b07,36
org.glassfish.admin:config-api:3.1-b39,36
org.glassfish.jdbc:jdbc-admin:3.1-b30,36
com.sun.jersey.contribs:jersey-atom-abdera:1.4-ea03,36
org.glassfish.extras:glassfish-embedded-shell:3.1-b12,36
org.glassfish.common:amx-core-impl:3.1.1-b02,36
org.apache.aries.blueprint:org.apache.aries.blueprint:0.3.2,36
org.exoplatform.core:exo.core.component.security.core:2.3.6-GA,36
org.sonatype.nexus:nexus-app:1.1-M1,36
org.sonatype.sisu:sisu-bundle-launcher:1.1,36
org.glassfish.cluster:cluster-cli:3.2-b01,36
org.glassfish.web:webtier-all:3.1-b17,36
org.glassfish.persistence:eclipselink-wrapper:3.1-b17,36
org.springframework:spring-aop:1.2.2,36
com.sun.jersey.contribs:jersey-atom-abdera:1.5-ea07,36
com.googlecode.metridoc:metridoc-camel-plugin:0.28,36
net.sf.json-lib:json-lib:2.2.3,36
org.apache.poi:poi:3.5-beta6,36
org.apache.cxf:cxf-common-utilities:2.1.10,35.8333333333333
org.kuali.rice:rice-kew-api:2.0.0-rc4,35.8333333333333
org.ow2.jonas:jonas-services-api:5.3.0-M1,35.8095238095238
org.apache.cxf:cxf-rt-frontend-jaxrs:2.4.0,35.75
org.springframework:spring-context:2.0.8,35.6666666666667
org.glassfish.admin:config-api:3.0.1-b03,35.6666666666667
org.apache.cxf:cxf-rt-frontend-jaxws:2.1.3,35.6666666666667
org.apache.camel:camel-cxf:2.8.6,35.6666666666667
org.ow2.bundles:ow2-util-ee-metadata-car-api:1.0.19,35.5
org.glassfish.hk2:hk2:1.1.14,35.5
org.apache.jackrabbit:jackrabbit-core:2.1.3,35.5
org.ow2.jonas:jonas-commons:5.2.0-M2-SR2,35.5
org.springframework:spring-webmvc:3.0.7.RELEASE,35.5
org.jboss.resteasy:resteasy-jaxrs:2.3.2.Final,35.5
org.ow2.jonas:jonas-jmx:5.2.0-RC1,35.5
org.ow2.jonas:jonas-jmx-core:5.3.0-M6,35.5
com.sun.jersey.contribs:jersey-atom-abdera:1.8-ea01,35.5
org.springframework:spring-beans:2.0.8,35.3333333333333
org.kuali.student.core:ks-core-ui:1.2.2-M4,35.25
org.grails:grails-web:2.0.3,35.25
org.apache.geronimo.framework:geronimo-management:3.0.0,35.1666666666667
org.apache.aries.blueprint:org.apache.aries.blueprint:0.2-incubating,35
com.sun.enterprise:hk2:0.3.83,35
org.glassfish.admin:config-api:3.0-b60,35
com.sun.grizzly:grizzly-framework:1.9.18-k,35
org.codehaus.redback:redback-authentication-api:1.2.6,35
org.glassfish.common:glassfish-api:3.0.1-b07,35
org.apache.geronimo.modules:geronimo-connector-1_6:3.0.0,35
org.jboss.arquillian.container:arquillian-container-spi:1.0.0.CR7,35
org.seleniumhq.selenium:selenium-htmlunit-driver:2.3.1,35
net.liftweb:lift-util_2.8.0:2.1-RC1,35
org.glassfish.core:kernel:3.0-b73,35
net.anotheria:ano-comm:2.0.0,35
org.glassfish.common:glassfish-api:3.1-b11,35
com.sun.grizzly:grizzly-cometd:1.9.18-k,35
org.tmatesoft.svnkit:svnkit:1.3.4,35
org.glassfish.connectors:connectors-internal-api:3.0.1-b06,35
org.jclouds:jclouds-compute:1.4.0-rc.2,35
org.glassfish.security:security-all:3.1.1-b10,35
org.appspy.viewer:org.appspy.viewer.service.impl:1.0,35
org.apache.maven.doxia:doxia-site-renderer:1.1.2,35
org.glassfish.ha:ha-shoal-cache-bootstrap:3.1-b32,35
org.glassfish.cluster:cluster-admin:3.1-b10,35
org.glassfish.web:web-cli:3.1-b40,35
org.eobjects.metamodel:MetaModel-full:3.0.1,35
org.glassfish.connectors:connectors-runtime:3.0-b61,35
org.apache.tuscany.sca:tuscany-host-webapp:2.0-M5,35
org.objectweb.joram:joram-shared:5.3.1,35
org.ow2.util:util-plan-schemas:1.0.32,35
org.apache.maven.mercury:mercury-md-shared:1.0-alpha-5,35
org.glassfish.deployment:dol:3.1-b11,35
org.ow2.util:util-pool-impl:1.0.8,34.9166666666667
org.apache.geronimo.modules:geronimo-j2ee-schema:2.1.5,34.8333333333333
com.sun.enterprise:hk2:0.4.14,34.6666666666667
org.apache.xmlrpc:xmlrpc-common:3.1,34.5
org.glassfish.hk2:hk2-core:1.6.18,34.5
org.ow2.util:util-pool-impl:1.0.17,34.5
org.springframework.security:spring-security-acl:3.0.2.RELEASE,34.5
org.glassfish.admin:config-api:3.1.1-b02,34.5
org.glassfish.ha:ha-shoal-cache-store:3.1.1-b10,34.5
org.glassfish.jms:jms-core:3.1-b10,34.5
org.ow2.jonas:jonas-ant-tasks:5.2.0-RC1,34.5
org.glassfish.core:kernel:3.2-b02,34.4166666666667
org.ow2.jonas:jonas-generators-raconfig:5.1.0-M3,34.4166666666667
org.apache.cxf:cxf-common-utilities:2.4.8,34.1666666666667
com.sun.enterprise:config:1.0.47,34
org.hibernate:hibernate-annotations:3.2.1.ga,34
org.glassfish.common:container-common:3.0.1-b07,34
com.sun.grizzly:grizzly-http:1.9.28,34
org.apache.felix:org.apache.felix.eventadmin:1.2.8,34
org.apache.geronimo.modules:geronimo-web:3.0.0,34
commons-transaction:commons-transaction:1.1,34
